pdb,vina,vina1,vina2,vina3,vina4,vina5,vina6,vina7,vina8,vina9,vina10,vina11,vina12,vina13,vina14,vina15,vina16,vina17,vina18,vina19,vina20,vina21,vina22,vina23,vina24,vina25,vina26,vina27,vina28,vina29,vina30,vina31,vina32,vina33,vina34,vina35,vina36,vina37,vina38,vina39,vina40,vina41,vina42,vina43,vina44,vina45,vina46,vina47,vina48,vina49,vina50,vina51,vina52,vina53,vina54,vina55,vina56,vina57,vina58,P2.P,P2.N,P2.DA,P2.D,P2.A,P2.AR,P2.H,P2.PL,P2.HA,P2.SA,P2dl.P,P2dl.N,P2dl.DA,P2dl.D,P2dl.A,P2dl.AR,P2dl.H,P2dl.PL,P2dl.HA,P2dl.SA,P2dp.P,P2dp.N,P2dp.DA,P2dp.D,P2dp.A,P2dp.AR,P2dp.H,P2dp.PL,P2dp.HA,P2dp.SA,dE_global,RMSD_global,Nbw,Epw,Elw,Ni
mol_BRE,7.8396804831,25.50233,-81.52099,0.33627,0.07136,71.45422,124.04388,147.28233,213.59912,263.91862,326.14295,121.14504,259.55848,446.02206,172.23861,371.39673,626.48769,226.07882,484.49054,812.19904,1207.59071,426.51625,848.87125,1361.96542,1723.87184,1450.49087,650.04622,1170.42811,1711.97645,1973.6288,1686.42385,1158.62158,1687.71851,2108.38295,2242.22253,2011.69658,32.46547,16.53018,7.46981,2.90142,0.90904,0.20902,0.01277,0.0,55.70985,73.59666,97.36278,160.63792,64.02444,-691.54719,3.00214,3.22389,3.365,3.0,3.0,28.0,20.0,3.0,4.0,6.98,46.7,13.93,6.76,35.38,364.28,250.73,87.58,63.07,875.41,0,46.7,0,0,7.77,328.86,43.54,15.38,63.07,505.31,6.98,0.0,13.93,6.76,27.61,35.42,207.19,72.2,0,370.09,-0.0730213025159116,1.3218311821017377,0,0,0,0
