pdb,vina,vina1,vina2,vina3,vina4,vina5,vina6,vina7,vina8,vina9,vina10,vina11,vina12,vina13,vina14,vina15,vina16,vina17,vina18,vina19,vina20,vina21,vina22,vina23,vina24,vina25,vina26,vina27,vina28,vina29,vina30,vina31,vina32,vina33,vina34,vina35,vina36,vina37,vina38,vina39,vina40,vina41,vina42,vina43,vina44,vina45,vina46,vina47,vina48,vina49,vina50,vina51,vina52,vina53,vina54,vina55,vina56,vina57,vina58,P2.P,P2.N,P2.DA,P2.D,P2.A,P2.AR,P2.H,P2.PL,P2.HA,P2.SA,P2dl.P,P2dl.N,P2dl.DA,P2dl.D,P2dl.A,P2dl.AR,P2dl.H,P2dl.PL,P2dl.HA,P2dl.SA,P2dp.P,P2dp.N,P2dp.DA,P2dp.D,P2dp.A,P2dp.AR,P2dp.H,P2dp.PL,P2dp.HA,P2dp.SA,dE_global,RMSD_global,Nbw,Epw,Elw,Ni
mol_2d,7.3687945729,19.58399,-73.02161,0.43208,0.08097,66.48665,106.29623,146.72597,198.59031,243.07124,309.99485,107.61793,247.50265,413.25568,152.19457,349.13368,581.49262,201.51795,452.55063,750.76007,1076.53858,388.65574,783.06554,1243.28213,1547.9262,1291.52286,594.18132,1071.02682,1555.15422,1775.96073,1506.56516,1054.02798,1532.0831,1907.26461,2020.15648,1805.29161,26.23317,12.79517,5.49909,2.09982,0.65108,0.1499,0.01198,0.0,51.4736,68.27548,90.52603,152.0524,56.08821,-633.49087,1.79517,1.84069,1.90768,3.0,3.0,26.0,19.0,3.0,4.0,2.88,47.94,15.24,5.29,46.05,407.97,207.45,105.84,34.66,873.33,0,47.94,0,0,8.93,374.84,0,21.77,34.66,488.15,2.88,0.0,15.24,5.29,37.12,33.13,207.45,84.07,0,385.18,-1.4091483535594307e-10,5.312274945736776e-05,0,0,0,0
