pdb,vina,vina1,vina2,vina3,vina4,vina5,vina6,vina7,vina8,vina9,vina10,vina11,vina12,vina13,vina14,vina15,vina16,vina17,vina18,vina19,vina20,vina21,vina22,vina23,vina24,vina25,vina26,vina27,vina28,vina29,vina30,vina31,vina32,vina33,vina34,vina35,vina36,vina37,vina38,vina39,vina40,vina41,vina42,vina43,vina44,vina45,vina46,vina47,vina48,vina49,vina50,vina51,vina52,vina53,vina54,vina55,vina56,vina57,vina58,P2.P,P2.N,P2.DA,P2.D,P2.A,P2.AR,P2.H,P2.PL,P2.HA,P2.SA,P2dl.P,P2dl.N,P2dl.DA,P2dl.D,P2dl.A,P2dl.AR,P2dl.H,P2dl.PL,P2dl.HA,P2dl.SA,P2dp.P,P2dp.N,P2dp.DA,P2dp.D,P2dp.A,P2dp.AR,P2dp.H,P2dp.PL,P2dp.HA,P2dp.SA,dE_global,RMSD_global,Nbw,Epw,Elw,Ni
mol_BRE,7.9729922906,23.26117,-80.39532,0.32887,0.06514,70.40185,121.81458,152.92422,205.27923,258.11443,340.28889,118.28731,261.72023,439.55227,167.82658,370.93562,622.38048,220.91087,482.06613,808.58286,1193.09466,419.76793,842.44517,1351.48832,1701.99536,1425.59236,641.63899,1159.57937,1695.04175,1948.72004,1660.55606,1144.58618,1668.32293,2083.43978,2213.70161,1983.92485,27.99918,13.68858,5.79176,2.1395,0.68668,0.16265,0.01116,0.0,54.93742,72.77435,95.83558,159.16993,61.05163,-687.03255,1.43307,1.55906,1.68803,3.0,3.0,28.0,20.0,3.0,4.0,1.78,49.44,13.0,5.75,34.42,364.58,250.89,95.32,63.01,878.19,0,49.44,0,0,7.88,330.39,44.12,12.86,63.01,507.7,1.78,0.0,13.0,5.75,26.54,34.19,206.76,82.46,0,370.48,-0.0042726013229241,1.2589871798160104,0,0,0,0
